nom_normal,nom_munici,ine_mun,X,Y,x,y
Calle Cristo Rey,Valencina de la Concepción,41096,,,-6.077064307999933,37.415906745000086
Callejón Dos Hermanas,Sevilla,41091,,,-5.987283999583252,37.386982000653184
Calle Rafael Cantarero,Sevilla,41091,,,-5.9633470002128455,37.378117000213194
Calle del Río,Castril,18046,,,-2.78174300043895,37.7959009999313
Calle Coimbra,Sevilla,41091,,,-5.95291900078417,37.37210799958967
Urbanización Residencial la Jara - Manzana I,Ayamonte,21010,,,-7.4021805380277,37.262979672649
Urbanización Residencial la Jara - Manzana IV,Ayamonte,21010,,,-7.4010681881113,37.262309602765
Camino Circular,Cuevas del Almanzora,04035,,,-1.81385406099997,37.2771533980001
Calle Tijera,Tabernas,04088,,,-2.392883999696651,37.04953499994048
Calle las Cañas,Valencina de la Concepción,41096,,,-6.080121119999944,37.39436305800007
Calle Sapu I-1a Calle B,Villalba del Alcor,21074,,,-6.4789049999324435,37.401484000138524
Calle Blas Infante,Serón,04083,,,-2.50790100043069,37.3442189997072
Plaza Venerables,Sevilla,41091,,,-5.989694000182333,37.38505499936414
Calle Martillo,Sevilla,41091,,,-5.943179000227952,37.39364900031064
Calle Médico Emilio González,Alájar,21001,,,-6.6678057876528,37.874125732732
Calle Estrella,Arahal,41011,,,-5.5520369994938505,37.26075099957159
Calle Siracusa,Sevilla,41091,,,-5.958479999681287,37.392730000458215
Calle Cervantes,Cazalla de la Sierra,41032,,,-5.76010800047068,37.9299809999917
Calle Doctor Escobar Delmas,Sevilla,41091,,,-5.977034000281777,37.37951899984467
Calle Ana María Matute,Valencina de la Concepción,41096,,,-6.07155786999994,37.415686183
Calle Olivillas,Cazalla de la Sierra,41032,,,-5.760096999681626,37.935524000184564
Calle Torrealta,Sevilla,41091,,,-5.901929999213004,37.388171000395474
Calle Sevilla,Valencina de la Concepción,41096,,,-6.07827493299993,37.4127462450001
Plaza San José Obrero,Valencina de la Concepción,41096,,,-6.074388307999925,37.41476243300008
Calle Emilio Prados,Valencina de la Concepción,41096,,,-6.073857494999913,37.415575870000055
Calle la Infanta,Valencina de la Concepción,41096,,,-6.073934182999949,37.41195787000004
Calle Camino de los Nazarenos,Valencina de la Concepción,41096,,,-6.069550244999959,37.41381012000005
Calle Luis Cernuda,Valencina de la Concepción,41096,,,-6.07380011999993,37.41916487000009
Calle Murillo,Valencina de la Concepción,41096,,,-6.07624649499991,37.4187455580001
Calle Méjico,Valencina de la Concepción,41096,,,-6.081902057999912,37.41650855800009
Calle Isaac Peral,Cañada Rosal,41901,,,-5.19981368795886,37.5917443674576
Calle Castillo de Cortegana,Sevilla,41091,,,-5.97682400014432,37.35837300015194
Calle Virgen del Buen Aire,Sevilla,41091,,,-6.0036239998991805,37.37857400037148
Calle Alcalde Juan Martín García,Cúllar Vega,18057,,,-3.678518000105461,37.15960900025529
Calle Soprano María Callas,Córdoba,14021,,,-4.803947000140408,37.89543399981821
Calle Egido (Navas de Tolosa),La Carolina,23024,,,-3.585471000436586,38.285769000376085
Avenida de Chile,Sevilla,41091,,,-5.99084872435048,37.3769568926232
Calle Diego de Merlo,Sevilla,41091,,,-5.98461899991708,37.39286399974942
Calle Niña de la Alfalfa,Sevilla,41091,,,-5.98130700037526,37.4103849999031
Calle Cristo,Sevilla,41091,,,-5.966304000084938,37.318693999618084
Calle Odreros,Sevilla,41091,,,-5.990260000397207,37.390679999680344
Calle Cervantes,Andújar,23005,,,-3.95789399072863,38.0264081408975
Calle Almanzora,Lúcar,04061,,,-2.4480509995539,37.3749699995661
Calle El Cerrajo,Lúcar,04061,,,-2.44911199991871,37.3757919997012
Calle Lagartijo,Sevilla,41091,,,-5.960465000492596,37.3987900002053
Plaza de Santa Marta,Sevilla,41091,,,-5.991791999498798,37.38596800011355
Paraje Cruce de Cela,Lúcar,04061,,,-2.4411271382706,37.370166063699
Plaza el Sol,Padules,04071,,,-2.7725679467062,36.998971216652
Calle Antonio Pantion,Sevilla,41091,,,-5.984884000880916,37.40196099992269
Calle Sembradores,Sevilla,41091,,,-5.96577476965444,37.4222563075069
Calle María Guerrero,Sevilla,41091,,,-5.948214000248939,37.37392099975744
Camino Camino de Granada a Caravaca,María,04063,,,-2.2703189998219018,37.83513699987284
Barriada Juan XXIII,Sevilla,41091,,,-5.949911000154537,37.37511199976698
Calle Palencia,Sevilla,41091,,,-5.967243999577675,37.32652400043874
Callejón Amistad,Sevilla,41091,,,-5.988947999410909,37.389800999712065
Calle Novel,Sevilla,41091,,,-5.970889,37.375369
Calle Conde de Torrejon,Sevilla,41091,,,-5.992525999960257,37.39697500006541
Calle Redes,Sevilla,41091,,,-6.000533999385811,37.393866999562725
Calle Parsi 12,Sevilla,41091,,,-5.9169159996269824,37.375309999837434
Calle Villacarrillo,Linares,23055,,,-3.6213599201240965,38.08488636191625
Calle Clavellinas,Sevilla,41091,,,-5.989393000228482,37.39726399974592
Calle Tórtola,Taberno,04089,,,-2.0749210002491445,37.467402999831315
Calle Imagen,Baeza,23009,,,-3.4711760005560848,37.995038000032864
Camino Boliñeva,Padules,04071,,,-2.76381200002362,37.003098999819144
Calle Antonio García Corona,Sevilla,41091,,,-6.006930000399057,37.3841039996593
Calle Carlinga,Sevilla,41091,,,-5.918471000350308,37.390715999885266
Calle Nana de Espinas,Sevilla,41091,,,-5.959147000060387,37.36787399999056
Calle Liebres del Coto,Mijas,29070,,,-4.63545799972169,36.5574109999778
Calle del Trompiquin,Padules,04071,,,-2.7742074838881194,36.997888362058404
Calle Mirador de la Sierra,Zalamea La Real,21078,,,-6.65805399999994,37.676742
Camino de la Rosa,Tomares,41093,,,-6.057184276106,37.375478739828
Carrera de los Dolores,Torredonjimeno,23087,,,-3.9583469999999465,37.768320000000074
Calle Terral,Sevilla,41091,,,-5.984231000427577,37.35939199938676
Glorieta de Tintilla Rota,Rota,11030,,,-6.384706051765672,36.63346431826039
Plaza Actor Miguel Caiceo,Chipiona,11016,,,-6.428003571668072,36.74328244750695
Calle Saturno,Pechina,04074,,,-2.4406609996052384,36.91402300016152
Calle Buena Vista,Paterna del Río,04073,,,-2.9528199999428693,37.02501299955037
Calle Anguila,Sevilla,41091,,,-5.983542000096635,37.42722700040043
Calle Alcolea,Pechina,04074,,,-2.4405600003434844,36.9162520004297
Calle la Cruz,Pechina,04074,,,-2.4378444905623,36.920461506932
Calle Albaida,Vera,04100,,,-1.8119199999999296,37.20838400000008
Calle Madre Castisima,Sevilla,41091,,,-5.968120999640804,37.364721000420126
Plaza Gravina,Pechina,04074,,,-2.4403460003674335,36.9169159995739
Calle Confianza,Sevilla,41091,,,-5.931899000494865,37.37580300043019
Plaza Isacio Bueno,Pechina,04074,,,-2.4407726208976,36.915803317564
Paraje El Marchal,Líjar,04058,,,-2.2247370322821,37.29545237089
Calle Florentin,Sevilla,41091,,,-5.993433999935934,37.387383999739235
Calle Administrador Gutierrez Anaya,Sevilla,41091,,,-5.933525201022058,37.4076455759775
Camino del Romero,El Bosque,11011,,,-5.50442300047673,36.7282839998657
Calle Larra,Sevilla,41091,,,-5.970831000262659,37.38240199935794
Avenida Alemania,Sevilla,41091,,,-5.981647999491779,37.34545200002004
Calle Victoria Kent,Motril,18140,,,-3.51711199952998,36.7630749996759
Calle Ximenez de Enciso,Sevilla,41091,,,-5.988662000463618,37.386310999731734
Calle Segre,Pulpí,04075,,,-1.67783599999996,37.3559310000001
Calle Observatorio,Pulpí,04075,,,-1.66629299999994,37.366092
Calle Río Alcaucín,Mijas,29070,,,-4.639773999640712,36.54235399965497
Mirador de la Sierra,Canjáyar,04030,,,-2.7397447745259,37.003955480062
Calle Simpecado,Sevilla,41091,,,-5.983085000382173,37.407913999555205
Calle Poeta Alfredo Vilar,Albox,04006,,,-2.14493600039577,37.3924990003287
Calle Ciudad de Picasent,Sevilla,41091,,,-5.928470999296387,37.4122680000148
Avenida Parque Amate,Sevilla,41091,,,-5.95172799990854,37.3853160004223
Calle Duque de Rivas,Pulpí,04075,,,-1.7474769999999467,37.41206500000004
Calle Álvarez Chanca,Sevilla,41091,,,-5.984469999830852,37.40404300037689
Calle Nueva York,Santa Cruz del Comercio,18174,,,-3.9754849999326716,37.06116999959599
Calle Río Guadalfeo,Vícar,04102,,,-2.6258378434656,36.8052695587387
Calle Doctor Stiefel Barba,Sevilla,41091,,,-5.923137000414239,37.39873300034225
Calle Tinaja,Castilleja de la Cuesta,41029,,,-6.0476948105950115,37.38992513289583
Calle Morón,Espera,11017,,,-5.806398000067475,36.87350100027112
Calle Lavadero,Laujar de Andarax,04057,,,-2.8944370001672723,36.99313299978826
Paraje la Fuemblanquilla,Lubrín,04059,,,-2.103457999586851,37.27929699965699
Calle Picón,La Zubia,18193,,,-3.58034683093759,37.1177470803298
Calle Fuerte,Benamaurel,18029,,,-2.699562150572583,37.60984561458356
Calle Médico José López,Ohanes,04067,,,-2.7463909997446763,37.039760999770465
"Calle Manuel Benítez ""El Cordobés""",Córdoba,14021,,,-4.7952230828065,37.884448914266
Calle Virgen del Mar,Vícar,04102,,,-2.61845800044952,36.8067940000514
Calle Pontevedra,La Zubia,18193,,,-3.5867037144502,37.115612435265
Calle Proa,Puerto Real,11028,,,-6.220474000436149,36.52436399960737
Calle Lamarque de Novoa,Sevilla,41091,,,-5.978359000061299,37.401105999975464
Calle Dúrcal,Moraleda de Zafayona,18138,,,-3.956416999999931,37.182195000000036
Calle Peñón,Zahara,11042,,,-5.39336199955648,36.843356999626
Calle Sierra de Baza,Baza,18023,,,-2.7640385136431624,37.49033895397245
Calle Almería,Villamartín,11041,,,-5.64408599999996,36.8612440000001
Calle Alcazaba,Güéjar Sierra,18094,,,-3.442207999999937,37.161174000000074
Calle Almendro,Baza,18023,,,-2.7719710004520874,37.49125500024212
Calle Cruz Sur,Santa Fe,18175,,,-3.716220999999962,37.18954400000007
Calle Profesora Esperanza Pereda,La Zubia,18193,,,-3.5723209999999312,37.12542600000006
Calle Charquillo,Trevélez,18180,,,-3.26910400024923,37.00344599963332
Calle la Paz,Santa Fe,18175,,,-3.72024899999991,37.184592000000066
Calle Olivo,Santa Fe,18175,,,-3.72297599999996,37.19120500000008
Calle Pinzón,La Zubia,18193,,,-3.5740979999999354,37.11684100000008
Plaza Ayuntamiento,La Zubia,18193,,,-3.5850090727834,37.120773392375
Calle Acebuchal,Punta Umbría,21060,,,-6.976743251999949,37.18708630500004
Calle Eufrasio López de Rojas,Jaén,23050,,,-3.7809929998269354,37.778167999653704
Calle Pío Baroja,La Zubia,18193,,,-3.57816599999995,37.1263950000001
Calle Río Tiber,Las Gabias,18905,,,-3.687706999999932,37.14666100000005
Calle Bartolomé Esteban Murillo,Lucena del Puerto,21046,,,-6.7261949999999615,37.303525000000036
Camino de Sevilla,Rosal de la Frontera,21062,,,-7.127585999999951,37.95417800000007
Calle Alta de Santa Ana,Jaén,23050,,,-3.79477799970482,37.76320899959586
Calle del Abeto,Jaén,23050,,,-3.8205103616636507,37.78356062782086
Calle Zambrana,Linares,23055,,,-3.6366340003586584,38.09022900036824
Calle García de Leaniz,Lopera,23056,,,-4.213931999961728,37.944558000651355
Avenida de la Línea,San Roque,11033,,,-5.39947484299995,36.186685939000085
Calle Horno Parras,Torredelcampo,23086,,,-3.8959929998565754,37.77163100033274
Calle la Guardia,Los Villares,23099,,,-3.8166709999999284,37.68828200000007
Calle Aduladin,Vélez-Blanco,04098,,,-2.0971500000721903,37.69147500017124
Calle Pajares,Coria del Río,41034,,,-6.0505021638512,37.287158973708
Calle Virgen de las Lágrimas,Marchena,41060,,,-5.42307599999992,37.3332960000001
Calle la Panadera,Gines,41047,,,-6.07784817566601,37.38070947628418
Calle Santa Ana,Mairena del Alcor,41058,,,-5.7526532349999115,37.365095834000044
Calle Eras del Cerro,Vélez-Blanco,04098,,,-2.093205999856707,37.69095400042693
Calle Madre Teresa de Calcuta,Mairena del Alcor,41058,,,-5.74679099999992,37.3753610000001
Calle Tonas,Mairena del Alcor,41058,,,-5.757161999999937,37.370828000000074
Calle Ramón Gómez de la Serna,Mairena del Alcor,41058,,,-5.75897499999991,37.3665740000001
Calle Hermanas Lobo,Marchena,41060,,,-5.41765399999991,37.3239570000001
Calle Rogelio Campa,Santiponce,41089,,,-6.0424069994787155,37.43262600002075
Calle Murillo,La Rinconada,41081,,,-5.93595599949139,37.4844609997646
Plaza San Juan Bautista,San Juan de Aznalfarache,41086,,,-6.029040275961831,37.36140355319757
Calle Juan Ramón Jiménez,Setenil de las Bodegas,11034,,,-5.174913999980899,36.86363100017065
Calle Rafael Gómez de Mercado,El Ejido,04902,,,-2.77312279137482,36.7832924783785
Calle Padel,Gines,41047,,,-6.07440193022598,37.3922456846944
Calle Cybion,Conil de la Frontera,11014,,,-6.091310999647998,36.2827130003062
Calle el Verdeo,Tomares,41093,,,-6.03873399999992,37.3717350000001
Plaza Príncipe de Asturias,Santa Olalla del Cala,21069,,,-6.233187999999927,37.90759100000008
Calle Travesia,Palomares del Río,41070,,,-6.060433000382602,37.32130000039473
Calle los Tulipanes,Pulpí,04075,,,-1.7604351479999423,37.39692595200006
Calle Casasola,Huétor Vega,18101,,,-3.57298299956558,37.1496139997864
Calle Fandango,Pulpí,04075,,,-1.7493949999999359,37.40640700000006
Calle Pizarro,Rota,11030,,,-6.358786999571915,36.62829999985457
Calle Casiopea,El Ejido,04902,,,-2.778923809405569,36.78300375076384
Calle la Tundra,El Ejido,04902,,,-2.8143115874214004,36.78139661525546
Pasaje Luis Mauricio,San Roque,11033,,,-5.377665312999909,36.178543913000055
Calle Alma de Dios,Rota,11030,,,-6.41409699951213,36.689764999579516
Calle Ana Cano,Mengíbar,23061,,,-3.8102349999999205,37.966995000000054
Calle Santa Ana,Huéneja,18097,,,-2.9513450003947317,37.1772210000917
Carretera GR-3419 de A-44 a GR-3424,Peligros,18153,,,-3.6285139999999387,37.26246700000007
Calle Maracena,La Zubia,18193,,,-3.5810897419405,37.101765191532
Barrio Escuelas (Sal),El Valle,18902,,,-3.594212000083559,36.929575999732734
Calle Arrabales Grandes,Valverde del Camino,21072,,,-6.7510450004058,37.5705279999111
Placeta Virgen de los Dolores,Vegas del Genil,18911,,,-3.6696510003931864,37.17261700027453
Avenida de las Yucas,Las Gabias,18905,,,-3.6641493499999456,37.11715998900007
Calle Cantera,Las Gabias,18905,,,-3.6670329999999467,37.12696800000003
Calle la Paz,Las Gabias,18905,,,-3.67521734099995,37.15325059800006
Calle la Malena,Vegas del Genil,18911,,,-3.6803140001908035,37.17421600026836
Calle Nogal,Aljaraque,21002,,,-7.004378000257373,37.282014999564325
Pasaje Viena,La Línea de la Concepción,11022,,,-5.35234799991179,36.1737029998735
Plaza la Lota,Ayamonte,21010,,,-7.408956042483611,37.211916679341414
Vía de los Contrabandistas,Villablanca,21073,,,-7.403504999999939,37.331173000000035
Calle Extramuros,Bedmar Y Garcíez,23902,,,-3.4548580002962708,37.87260700021312
Calle Málaga,Rosal de la Frontera,21062,,,-7.21956899999992,37.9689960000001
Camino Santa Ana,Santa Ana La Real,21067,,,-6.740941999999961,37.87427900000006
Calle Agustina de Aragón,Valverde del Camino,21072,,,-6.756789999714744,37.57684100011858
Calle Arena,Cazalilla,23027,,,-3.88262599999996,37.983864
Calle 27 de Mayo,Chiclana de Segura,23029,,,-3.04305282313173,38.3105533439319
Camino de Kart,Santisteban del Puerto,23079,,,-3.2141700003451033,38.25777399977051
Calle Niña,Punta Umbría,21060,,,-6.969398999999953,37.180075000000045
Calle Matute,Lopera,23056,,,-4.209729000392903,37.94646100027519
Calle Bateria,Jaén,23050,,,-3.786863707593909,37.76435848605547
Calle Vista Alegre Centro,Linares,23055,,,-3.5859463230641997,38.07250236639119
Calle Ávila,Jaén,23050,,,-3.7953698381473373,37.777775486949395
Calle San Lucas,Mengíbar,23061,,,-3.8078599999999483,37.97295600000007
Calle Duarte,Marchena,41060,,,-5.41503999999992,37.3241720000001
Calle Tercia,Los Villares,23099,,,-3.8197719999999435,37.68843900000007
Avenida Martín Halaja,Santa Elena,23076,,,-3.53900099999993,38.3445710000001
Calle Guadaira,Sevilla,41091,,,-5.983591000292005,37.38409600048246
Calle Abencerraje,Bollullos de la Mitación,41016,,,-6.14084499999996,37.335536
Calle Luis Rosales,Bollullos de la Mitación,41016,,,-6.1388639999999555,37.34772700000008
Calle San Luis,Camas,41021,,,-6.033569999999941,37.40192700000006
Pasaje Pinar 1,Mairena del Alcor,41058,,,-5.745679999999936,37.37746400000009
Calle la Cruz,Huévar del Aljarafe,41051,,,-6.27609299999995,37.3548830000001
Calle Sagrado Corazon de Jesús,Marchena,41060,,,-5.421719999999937,37.323664000000065
Calle Huelva,El Real de la Jara,41080,,,-6.158260999999925,37.94789600000007
Calle Fuente Vieja,La Puebla de Cazalla,41077,,,-5.306432999999913,37.21966500000008
Calle Huévar del Aljarafe,Palomares del Río,41070,,,-6.072849847242594,37.31947607096396
Calle Menéndez Pidal,La Rinconada,41081,,,-5.940746000037213,37.48582899990833
Calle Cuatrovientos,La Rinconada,41081,,,-5.94609500055697,37.4826710002251
Calle Tirso de Molina,La Rinconada,41081,,,-5.93666999990415,37.4847039997267
Calle Carmen Martín,La Rinconada,41081,,,-5.9777530003398756,37.45015400014868
Calle Flamenco,El Cuervo de Sevilla,41903,,,-6.036367999999925,36.85637400000007
Calle Pimienta,Palomares del Río,41070,,,-6.070788000365894,37.314591000374435
Calle Porvenir,Isla Mayor,41902,,,-6.134877999819692,37.167429000248305
Camino las Pulgas,Sanlúcar La Mayor,41087,,,-6.178003536474527,37.41920066108559
Calle la Paloma,Villamartín,11041,,,-5.63903999999991,36.8637330000001
Plaza el Azahar,Isla Mayor,41902,,,-6.167596999601659,37.13241799999088
Calle Pescadores,Isla Mayor,41902,,,-6.163364999594871,37.13262699973639
Calle Cañaveral,Sanlúcar La Mayor,41087,,,-6.196728000571139,37.38867099981864
Paseo del Lucio Real,Isla Mayor,41902,,,-6.16591500027686,37.133135999826735
Calle Salud Gutierrez Beca,Isla Mayor,41902,,,-6.135352000094545,37.16701600008845
Calle Ancha,Chiclana de la Frontera,11015,,,-6.143430999999907,36.42090100000007
Calle León,Villamartín,11041,,,-5.64485899999994,36.86348600000008
Calle Lourdes,Isla Mayor,41902,,,-6.165587999586335,37.13035500018327
Camino los Tres Liños,Sanlúcar La Mayor,41087,,,-6.2177113181522445,37.38305827458266
Pasaje Pepe Pinto,Paradas,41071,,,-5.494611099806709,37.2911217612186
Calle Virgen de la Granada,Benacazón,41015,,,-6.1911549991835,37.3522270001813
Calle el Greco,Benacazón,41015,,,-6.192538999390554,37.353518999770834
Calle los Huertos,Huétor Vega,18101,,,-3.56898050204834,37.1459743076684
Calle Celada,Benacazón,41015,,,-6.204629999228047,37.354201999930204
Plaza de la Iglesia,Huétor Vega,18101,,,-3.571826000169556,37.14455000008261
Calle Salvador Dalí,Benacazón,41015,,,-6.194357999619221,37.35437000027563
Calle San Pedro,Benacazón,41015,,,-6.198358999449933,37.354303999418676
Calle Manuel de Falla,Benacazón,41015,,,-6.19661999998462,37.3589679998672
Calle Ramón y Cajal,Sanlúcar La Mayor,41087,,,-6.204613999736123,37.38956299983269
Paraje Cuesta la Cierva,Las Cabezas de San Juan,41020,,,-5.918799637123959,36.94744487831182
Camino Gerena,Sanlúcar La Mayor,41087,,,-6.186233947180354,37.413225383996014
Calle Villanueva del Ariscal,Sanlúcar La Mayor,41087,,,-6.19281459875097,37.38072596990449
Calle Gran Poder,Benacazón,41015,,,-6.197919000101835,37.35458800079216
Plaza de la Constitución,Benacazón,41015,,,-6.19601800003131,37.3533400002769
Calle Abderraman III,Zurgena,04103,,,-2.03008900030693,37.3870370002574
Calle Antonio Jaramillo Bernáldez,Gelves,41044,,,-6.0363245618123065,37.32375231670391
Carretera Castillo-Almoraima,Castellar de la Frontera,11013,,,-5.455712999754826,36.31729600031028
Calle La Línea de la Concepción,Castellar de la Frontera,11013,,,-5.4207459916268,36.288981905139
Calle XXV Aniversario,Castellar de la Frontera,11013,,,-5.41406965310764,36.2862177000782
Calle Humeros,Los Molares,41063,,,-5.716215999999918,37.15478000000007
Camino de la Lumbre,Chiclana de la Frontera,11015,,,-6.17266666399991,36.4055220310001
Callejón del Águila,Chiclana de la Frontera,11015,,,-6.15454772899994,36.408723449
Calle Pósito,Pozo Alcón,23070,,,-2.9336059999999407,37.704450000000065
Calle San Sebastián,El Almendro,21003,,,-7.2699660556301,37.50713592529
Calle Carlos Cano,Guadalcanal,41048,,,-5.816361999999913,38.09318500000006
Camino la Carrajola,Los Molares,41063,,,-5.730774999999937,37.161865000000034
Calle Jerez,Níjar,04066,,,-2.1318579998466634,36.94114599998811
Calle Soldador,Los Molares,41063,,,-5.729682999999909,37.15483000000006
Calle Maestro Bartolomé,Jaén,23050,,,-3.7908969996965993,37.77142900004861
Calle del Campo,Cartaya,21021,,,-7.15408059160489,37.2853598519871
Calle Avellana,Sevilla,41091,,,-5.984596999299505,37.406706000270525
Calle Libertador Simón Bolivar,Córdoba,14021,,,-4.78375900034599,37.8572549996248
Calle Ramón y Cajal,Almonte,21005,,,-6.51782600008857,37.2571280002293
Pasaje Virgen de los Gitanos,Sevilla,41091,,,-5.98590099957518,37.393966999934484
Plaza Alcalde José Hernández Díaz,Sevilla,41091,,,-6.006521893473532,37.38328130690058
Calle Manuel Mantero,Sevilla,41091,,,-5.9728510001662904,37.39055599975683
Calle Virgen de la Caridad,Sevilla,41091,,,-5.956659000035663,37.376886999632326
Calle Luna,Huétor Vega,18101,,,-3.56442699980596,37.1416440000707
Calle Acropolis,Chiclana de la Frontera,11015,,,-6.16168899999991,36.409917000000064
Calle Esmeralda,Sevilla,41091,,,-5.986027999614406,37.41052200004499
Avenida Celia Viñas,Oria,04070,,,-2.2842595690731,37.485054403997
Calle Alcalde Antonio Martín,Huétor Vega,18101,,,-3.572225999729875,37.149366000041084
Calle Colorines,Huétor Vega,18101,,,-3.56351299992485,37.1404519999601
Plaza San Roman,Sevilla,41091,,,-5.9864489995526515,37.39498299945925
Calle Don Remondo,Sevilla,41091,,,-5.991665999795875,37.38646200000655
Calle Leonardo de Figueroa,Sevilla,41091,,,-5.962711000882426,37.38708399987517
Plaza Pío XII,Sevilla,41091,,,-5.978537000354946,37.40412400085914
Calle Concepción,Chiclana de la Frontera,11015,,,-6.150246999999922,36.42212800000004
Calle Tramontana,Chiclana de la Frontera,11015,,,-6.159409999999923,36.416495000000054
Calle Hockey,Sevilla,41091,,,-5.916566000421548,37.38981099976056
Calle de la Hulla,Chiclana de la Frontera,11015,,,-6.165350505999925,36.41176641000004
Calle Crater,Sevilla,41091,,,-5.9576940006613714,37.385119000205755
Camino del Serrano,Chiclana de la Frontera,11015,,,-6.172173999999927,36.414067000000045
Calle del Temporal,Chiclana de la Frontera,11015,,,-6.16072143699995,36.41812750100007
Calle Francisco Navarro,Canjáyar,04030,,,-2.74148800027094,37.010172000437706
Calle Monzon,Chiclana de la Frontera,11015,,,-6.161976999999922,36.416454000000044
Calle Suiza,Huétor Vega,18101,,,-3.56476199996611,37.1538370002775
Calle Argantonio,Chiclana de la Frontera,11015,,,-6.1605599999999185,36.41203000000007
Callejón de Roda la Bota,Chiclana de la Frontera,11015,,,-6.1564639999999144,36.40554300000008
Calle Rafael Guerrero,Chiclana de la Frontera,11015,,,-6.150064999999927,36.41426000000007
Calle de la Candela,Chiclana de la Frontera,11015,,,-6.165748999999948,36.41105100000004
Calle las Malvinas,Chiclana de la Frontera,11015,,,-6.16067599999991,36.42058300000008
Callejón del Horizonte,Chiclana de la Frontera,11015,,,-6.165450999999905,36.407094000000086
Plaza Concepción Arenal,Chiclana de la Frontera,11015,,,-6.152165349999962,36.41822067800007
Calle Celindas,Chiclana de la Frontera,11015,,,-6.151235999999926,36.41244700000004
Calle Tito,Chiclana de la Frontera,11015,,,-6.157389999999907,36.34602600000005
Camino Vereda Cádiz Conil,Chiclana de la Frontera,11015,,,-6.17703999999992,36.3731920000001
Calle Río Genil,Balanegra,04904,,,-2.9148064374129,36.7520739454128
Camino de Sauz,Chiclana de la Frontera,11015,,,-6.174523999999906,36.38218600000005
Camino Cabo de Finisterre,Chiclana de la Frontera,11015,,,-6.134441999999922,36.42444900000004
Calle Madreselva,Chiclana de la Frontera,11015,,,-6.177910999999938,36.38280700000007
Calle Puente del Duque,Chiclana de la Frontera,11015,,,-6.180565999999942,36.380547000000035
Calle Rodrigo de Triana,Sevilla,41091,,,-6.00044600021493,37.38178700014172
Calle del Gran Duque,Chiclana de la Frontera,11015,,,-6.177854999999909,36.39248800000007
Plaza San Antón,Abla,04001,,,-2.7819439851315,37.140154861072
Plaza el Polo,Sevilla,41091,,,-5.967412999548074,37.391920999761055
Calle Toledo,Dúrcal,18071,,,-3.569272000202456,36.9914769998638
Calle Sierra de Gata,Sevilla,41091,,,-5.972925999811082,37.3694470004429
Calle Cristóbal Morales,Sevilla,41091,,,-5.998503999930723,37.38854000014499
Calle Siete Vueltas,Alcudia de Monteagud,04009,,,-2.2663890000115487,37.23549599926056
Calle del Longo,Albox,04006,,,-2.1485637163164,37.387409837337
Calle Alondra,El Cuervo de Sevilla,41903,,,-6.0361599999999385,36.85721900000004
Calle Virgen de la Fuensanta,Sevilla,41091,,,-5.996782999109542,37.375372999800376
Calle Monsalves,Sevilla,41091,,,-5.998300000106828,37.39232300050465
Calle Amparo,Sevilla,41091,,,-5.992403999984245,37.39476499942152
Calle Mancera,Sevilla,41091,,,-5.955374000021045,37.37678699977869
Calle Estrella Betelgeuse,Sevilla,41091,,,-5.969789000549649,37.424742999502875
Calle Carmen Conde,Sevilla,41091,,,-5.921754000671422,37.41175800019106
Calle Real,Beires,04023,,,-2.790420000382544,37.012489000267216
Plaza María Pita,Sevilla,41091,,,-5.923580364429704,37.40982194298721
Paraje la Posnilla,Bentarique,04028,,,-2.6266477180682446,36.9833854693061
Calle Polvero,Sevilla,41091,,,-5.9531979992772674,37.382131999847225
Calle Cómpeta,Játar,18106,,,-3.91091700001938,36.9342929996224
Plaza las Pasadillas,Villanueva de San Juan,41100,,,-5.17585199999991,37.048366
Avenida Roberto Osborne,Sevilla,41091,,,-5.94574710414462,37.3870636583004
Calle Cabo Salines,Algeciras,11004,,,-5.445329999999956,36.15819400000004
Calle Salsipuedes,Canjáyar,04030,,,-2.73835200044436,37.008283999707
Calle Peligro,Canjáyar,04030,,,-2.73817474117048,37.0081001881672
Calle del Portachuelo,Canjáyar,04030,,,-2.740799193522,37.004483100583
Calle Pío X,Játar,18106,,,-3.90964099963225,36.9365280001673
Carril Lorite,Canjáyar,04030,,,-2.746679999582134,37.01074399983595
Travesía Fragata,Carboneras,04032,,,-1.89111500005709,36.9996940001782
Plaza Primero de Mayo,Játar,18106,,,-3.91025199992972,36.9341300001995
Calle Vista Alegre,Játar,18106,,,-3.91134399992557,36.9356399996864
Calle Torremontalvo,Sevilla,41091,,,-5.904050999044052,37.383737999975715
Calle Profesor Manuel Olivencia Ruiz,Sevilla,41091,,,-5.91540100008423,37.4001960001806
Carril la Alberca,Canjáyar,04030,,,-2.7553809997330907,37.01764899990172
Barriada Federico García Lorca,Sevilla,41091,,,-5.946338854816088,37.37429238943717
Callejón del Santísimo,Huétor Vega,18101,,,-3.57297800023432,37.1499700000157
Calle Manuel Macias Miguez,Sevilla,41091,,,-6.012070001001127,37.38575100070603
Calle Urubamba,Sevilla,41091,,,-5.980104000667456,37.35495499984458
Calle Pepe Suero,Sevilla,41091,,,-5.954872999897402,37.36801399963653
Calle Antonio Susillo,Sevilla,41091,,,-5.992703000243883,37.40078600033261
Calle Santa María de Gracia,Sevilla,41091,,,-5.994858000336917,37.39288699999852
Calle Reina Sofía,Tíjola,04092,,,-2.439513999771089,37.34815400040696
